epoch,train_error,test_error
1,0.7967348098754883,0.7493000030517578
2,0.6771634817123413,0.6146000027656555
3,0.6225160360336304,0.6029999852180481
4,0.5876802802085876,0.5834999680519104
5,0.5442307591438293,0.5931999683380127
6,0.4970753490924835,0.5098000168800354
7,0.46454328298568726,0.4748999774456024
8,0.42678287625312805,0.4478999972343445
9,0.3939102590084076,0.4624999761581421
10,0.36584535241127014,0.4324999749660492
11,0.3409455120563507,0.50409996509552
12,0.31816908717155457,0.32679998874664307
13,0.30068108439445496,0.3549000024795532
14,0.2870192527770996,0.31200000643730164
15,0.27181491255760193,0.34769999980926514
16,0.2652043402194977,0.3000999987125397
17,0.2536458373069763,0.3427000045776367
18,0.25002002716064453,0.2630999982357025
19,0.2406851053237915,0.40059998631477356
20,0.2328726053237915,0.3358999788761139
21,0.23141026496887207,0.2532999813556671
22,0.22191506624221802,0.25439998507499695
23,0.2188301384449005,0.24239999055862427
24,0.2132011353969574,0.34059998393058777
25,0.2101762890815735,0.24529999494552612
26,0.20699119567871094,0.24329999089241028
27,0.20574919879436493,0.23179998993873596
28,0.20118190348148346,0.3588999807834625
29,0.19679488241672516,0.2777999937534332
30,0.19405049085617065,0.21799999475479126
31,0.19018429517745972,0.30570000410079956
32,0.18776042759418488,0.22259999811649323
33,0.18691907823085785,0.24629999697208405
34,0.18527644872665405,0.23899999260902405
35,0.18505609035491943,0.2256999909877777
36,0.18267227709293365,0.23989999294281006
37,0.1803686022758484,0.2076999992132187
38,0.17744392156600952,0.23919999599456787
39,0.17560096085071564,0.2214999943971634
40,0.17439904808998108,0.2838999927043915
41,0.17508013546466827,0.20709998905658722
42,0.1720753312110901,0.19619999825954437
43,0.17049279808998108,0.2671999931335449
44,0.16630609333515167,0.2451999932527542
45,0.16760817170143127,0.28290000557899475
46,0.1664663553237915,0.22519999742507935
47,0.1650240421295166,0.18859998881816864
48,0.16574519872665405,0.2443999946117401
49,0.16282051801681519,0.20649999380111694
50,0.1609775722026825,0.21319998800754547
51,0.15949520468711853,0.25
52,0.15809296071529388,0.2599000036716461
53,0.1570112258195877,0.23839999735355377
54,0.16209936141967773,0.1793999969959259
55,0.15616987645626068,0.21069999039173126
56,0.1568109095096588,0.20629999041557312
57,0.1567908674478531,0.33399999141693115
58,0.15719151496887207,0.18679998815059662
59,0.15260417759418488,0.24879999458789825
60,0.15324519574642181,0.20099999010562897
61,0.15490785241127014,0.3414999842643738
62,0.1515825390815735,0.18379999697208405
63,0.1524839848279953,0.202799990773201
64,0.154667466878891,0.21519999206066132
65,0.15126203000545502,0.23629999160766602
66,0.14689503610134125,0.23659999668598175
67,0.14667467772960663,0.23339998722076416
68,0.14571315050125122,0.24489998817443848
69,0.14655448496341705,0.21570000052452087
70,0.1458333432674408,0.17339999973773956
71,0.1466546505689621,0.25429999828338623
72,0.1460336595773697,0.2166999876499176
73,0.14765626192092896,0.17419999837875366
74,0.14415064454078674,0.21409998834133148
75,0.14523237943649292,0.24390000104904175
