epoch,train_error,test_error
1,0.6530048251152039,0.5776999592781067
2,0.46875,0.4389999806880951
3,0.37017229199409485,0.4754999876022339
4,0.31494390964508057,0.3537999987602234
5,0.280508816242218,0.33390000462532043
6,0.2583533823490143,0.3075000047683716
7,0.23707933723926544,0.26829999685287476
8,0.22255609929561615,0.22839999198913574
9,0.20879407227039337,0.2378999888896942
10,0.20246395468711853,0.2206999957561493
11,0.19036458432674408,0.23099999129772186
12,0.18621794879436493,0.2158999890089035
13,0.17868590354919434,0.23799999058246613
14,0.1752403974533081,0.2418999969959259
15,0.17027243971824646,0.19669999182224274
16,0.16346153616905212,0.17909999191761017
17,0.15903446078300476,0.19569998979568481
18,0.15923477709293365,0.2061000019311905
19,0.1540665179491043,0.23569999635219574
20,0.15348558127880096,0.1800999939441681
21,0.14677484333515167,0.1818999946117401
22,0.146113783121109,0.181099995970726
23,0.14328926801681519,0.2053999900817871
24,0.14012420177459717,0.19280000030994415
25,0.1396634727716446,0.1955999881029129
26,0.13828125596046448,0.17180000245571136
27,0.13818109035491943,0.20749999582767487
28,0.13709937036037445,0.1915999948978424
29,0.1339743584394455,0.188400000333786
30,0.13395433127880096,0.17399999499320984
31,0.1300080120563507,0.2019999921321869
32,0.12840545177459717,0.15709999203681946
33,0.12776443362236023,0.17379999160766602
34,0.12594151496887207,0.18129999935626984
35,0.12339743971824646,0.19550000131130219
36,0.12421875447034836,0.16659998893737793
37,0.12437900900840759,0.1842999905347824
38,0.12111378461122513,0.14499999582767487
39,0.12245593219995499,0.17889998853206635
40,0.11907051503658295,0.16769999265670776
41,0.1173277273774147,0.15689998865127563
42,0.11812900751829147,0.17109999060630798
43,0.1167067363858223,0.1704999953508377
44,0.11682692915201187,0.16030000150203705
45,0.1136218011379242,0.181099995970726
46,0.11518429964780807,0.1850000023841858
47,0.1155448779463768,0.16579999029636383
48,0.11412259936332703,0.15389999747276306
49,0.1149238795042038,0.1387999951839447
50,0.11215946078300476,0.15189999341964722
51,0.11296074092388153,0.1727999895811081
52,0.10765224695205688,0.13589999079704285
53,0.10831330716609955,0.16859999299049377
54,0.10881410539150238,0.1623999923467636
55,0.11085737496614456,0.2126999944448471
56,0.109995998442173,0.1454000025987625
57,0.10861378908157349,0.16659998893737793
58,0.10823317617177963,0.15489999949932098
59,0.10931490361690521,0.15609999001026154
60,0.10771234333515167,0.16429999470710754
61,0.1057492047548294,0.1533999890089035
62,0.10582932829856873,0.15320000052452087
63,0.10679087042808533,0.15060000121593475
64,0.10769230872392654,0.18379999697208405
65,0.1067708358168602,0.15469999611377716
66,0.10606971383094788,0.15929999947547913
67,0.10356570780277252,0.16040000319480896
68,0.10372596234083176,0.1460999995470047
69,0.10280448943376541,0.14409999549388885
70,0.10200320929288864,0.16329999268054962
71,0.10172276198863983,0.1687999963760376
72,0.10472756624221802,0.16339999437332153
73,0.10328526049852371,0.15779998898506165
74,0.10198317468166351,0.1348000019788742
75,0.10002003610134125,0.1655000001192093
76,0.1020432710647583,0.15279999375343323
77,0.1001201942563057,0.1467999964952469
78,0.10210336744785309,0.1735999882221222
79,0.1007411926984787,0.20250000059604645
80,0.0981370210647583,0.16099999845027924
81,0.10068109631538391,0.14389999210834503
82,0.0971754863858223,0.17569999396800995
83,0.06766827404499054,0.10099999606609344
84,0.05234375223517418,0.10049999505281448
85,0.04895833507180214,0.09889999777078629
86,0.04675481095910072,0.0973999947309494
87,0.04290865361690521,0.09759999811649323
88,0.04346955195069313,0.09549999982118607
89,0.039943911135196686,0.09709999710321426
90,0.039403047412633896,0.09529999643564224
91,0.039463143795728683,0.09779999405145645
92,0.03808093070983887,0.09699999541044235
93,0.03717948868870735,0.09309999644756317
94,0.036879006773233414,0.09479999542236328
95,0.0341947115957737,0.0965999960899353
96,0.03495592996478081,0.09619999676942825
97,0.032972756773233414,0.09529999643564224
98,0.032892629504203796,0.09860000014305115
99,0.031390223652124405,0.09559999406337738
100,0.02936698868870735,0.0940999984741211
101,0.031911060214042664,0.09600000083446503
102,0.029627405107021332,0.09709999710321426
103,0.02996794879436493,0.09679999947547913
104,0.027443911880254745,0.09640000015497208
105,0.028004808351397514,0.09239999949932098
106,0.026482373476028442,0.09479999542236328
107,0.027804488316178322,0.09600000083446503
108,0.027684295549988747,0.0949999988079071
109,0.027243589982390404,0.09629999846220016
110,0.026201924309134483,0.09690000116825104
111,0.0262820515781641,0.09809999912977219
112,0.024619391188025475,0.09679999947547913
113,0.025340545922517776,0.09779999405145645
114,0.024799680337309837,0.09929999709129333
115,0.024599360302090645,0.09839999675750732
116,0.02395833469927311,0.09679999947547913
117,0.023898238316178322,0.09950000047683716
118,0.02475961670279503,0.09839999675750732
119,0.023998398333787918,0.09629999846220016
120,0.02339743636548519,0.09719999879598618
121,0.023217149078845978,0.09719999879598618
122,0.02471955120563507,0.09549999982118607
123,0.0223758015781641,0.10189999639987946
124,0.01897035352885723,0.09459999948740005
125,0.017007211223244667,0.09539999812841415
126,0.016225961968302727,0.09479999542236328
127,0.016205929219722748,0.09339999407529831
128,0.016326121985912323,0.09269999712705612
129,0.015044070780277252,0.09359999746084213
130,0.015044070780277252,0.09399999678134918
131,0.014863782562315464,0.09429999440908432
132,0.014362981542944908,0.09549999982118607
133,0.01510416716337204,0.09529999643564224
134,0.014242788776755333,0.0925000011920929
135,0.013922275975346565,0.09279999881982803
136,0.013701923191547394,0.09349999576807022
137,0.0144431097432971,0.0949999988079071
138,0.013221153989434242,0.09399999678134918
139,0.013060897588729858,0.093299999833107
140,0.013060897588729858,0.09290000051259995
141,0.012860577553510666,0.09259999543428421
142,0.012940705753862858,0.09439999610185623
143,0.01288060937076807,0.09389999508857727
144,0.012960737571120262,0.09359999746084213
145,0.014182692393660545,0.09359999746084213
146,0.013581731356680393,0.09349999576807022
147,0.01328125037252903,0.09339999407529831
148,0.012760416604578495,0.09389999508857727
149,0.013261218555271626,0.09399999678134918
150,0.012580128386616707,0.09290000051259995
151,0.013301282189786434,0.09279999881982803
152,0.012439903803169727,0.09299999475479126
153,0.013321314938366413,0.0916999951004982
154,0.012940705753862858,0.0957999974489212
155,0.012560096569359303,0.09229999780654907
156,0.012239583767950535,0.09389999508857727
157,0.012720352970063686,0.09319999814033508
158,0.012439903803169727,0.09449999779462814
159,0.01211939100176096,0.09219999611377716
160,0.013080930337309837,0.09429999440908432
161,0.012780449353158474,0.09559999406337738
162,0.011378205381333828,0.09349999576807022
163,0.011418269947171211,0.09359999746084213
164,0.012439903803169727,0.09399999678134918
