epoch,train_error,test_error
1,0.6963140964508057,0.6507999897003174
2,0.592227578163147,0.5694999694824219
3,0.5162460207939148,0.5130999684333801
4,0.4476362466812134,0.4702000021934509
5,0.4019831717014313,0.42080000042915344
6,0.35851362347602844,0.3211999833583832
7,0.32137420773506165,0.4203999936580658
8,0.29649439454078674,0.3158999979496002
9,0.27195513248443604,0.26809999346733093
10,0.2618389427661896,0.2821999788284302
11,0.24401041865348816,0.3130999803543091
12,0.23675882816314697,0.23519998788833618
13,0.2225961536169052,0.23569999635219574
14,0.21590545773506165,0.25509998202323914
15,0.208613783121109,0.21689999103546143
16,0.2017628252506256,0.2483000010251999
17,0.19879809021949768,0.22289998829364777
18,0.19447116553783417,0.26089999079704285
19,0.1907251626253128,0.23339998722076416
20,0.18429487943649292,0.2433999925851822
21,0.18088942766189575,0.22089999914169312
22,0.178104966878891,0.2305999994277954
23,0.17600160837173462,0.19849999248981476
24,0.17161458730697632,0.26010000705718994
25,0.1713942289352417,0.20469999313354492
26,0.16688703000545502,0.18379999697208405
27,0.16590546071529388,0.2247999906539917
28,0.16332131624221802,0.22779999673366547
29,0.16155849397182465,0.21050000190734863
30,0.16003605723381042,0.18719999492168427
31,0.1548878252506256,0.19839999079704285
32,0.15504808723926544,0.17549999058246613
33,0.15188302099704742,0.1946999877691269
34,0.15198317170143127,0.25380000472068787
35,0.14947916567325592,0.18679998815059662
36,0.1526242047548294,0.1882999986410141
37,0.14821715652942657,0.20889998972415924
38,0.14711539447307587,0.22819998860359192
39,0.14607372879981995,0.16269999742507935
40,0.142948716878891,0.210999995470047
41,0.14314904808998108,0.18389999866485596
42,0.14298878610134125,0.19119998812675476
43,0.14030449092388153,0.19949999451637268
44,0.1357572227716446,0.21899999678134918
45,0.13675881922245026,0.2206999957561493
46,0.13756009936332703,0.21799999475479126
47,0.13924279808998108,0.21329998970031738
48,0.1375400722026825,0.16339999437332153
49,0.1371394246816635,0.19370000064373016
50,0.1337740421295166,0.20729999244213104
51,0.13457532227039337,0.18709999322891235
52,0.13225160539150238,0.18959999084472656
53,0.1322716325521469,0.1712999939918518
54,0.13203124701976776,0.17379999160766602
55,0.13285256922245026,0.22499999403953552
56,0.12816506624221802,0.17889998853206635
57,0.1288461536169052,0.1695999950170517
58,0.12688301503658295,0.1598999947309494
59,0.1278846263885498,0.17960000038146973
60,0.13072916865348816,0.16519999504089355
61,0.1259615421295166,0.16339999437332153
62,0.1283653825521469,0.16459999978542328
63,0.1261618584394455,0.15240000188350677
64,0.12574118375778198,0.1890999972820282
65,0.1282852590084076,0.19769999384880066
66,0.12449920177459717,0.17339999973773956
67,0.12538060545921326,0.17219999432563782
68,0.12063301354646683,0.20469999313354492
69,0.12071314454078674,0.18060000240802765
70,0.12215545028448105,0.16329999268054962
71,0.12449920177459717,0.1987999975681305
72,0.12389823794364929,0.16779999434947968
73,0.12307693064212799,0.20549999177455902
74,0.12255609035491943,0.16769999265670776
75,0.11842948943376541,0.15469999611377716
76,0.11955128610134125,0.21779999136924744
77,0.12103366106748581,0.17389999330043793
78,0.11866987496614456,0.17889998853206635
79,0.11820913851261139,0.19599999487400055
80,0.11947115510702133,0.17459999024868011
81,0.11812900751829147,0.20839999616146088
82,0.1197916716337204,0.16429999470710754
83,0.08056890964508057,0.1096000000834465
84,0.06492388248443604,0.10499999672174454
85,0.05959535390138626,0.09989999979734421
86,0.05727163702249527,0.1005999967455864
87,0.05278445780277252,0.09809999912977219
88,0.052744392305612564,0.09709999710321426
89,0.050120193511247635,0.09849999845027924
90,0.04891826957464218,0.09869999438524246
91,0.04789663478732109,0.09589999914169312
92,0.04641426354646683,0.0957999974489212
93,0.0465344563126564,0.0973999947309494
94,0.04366987198591232,0.1006999984383583
95,0.04375000298023224,0.09860000014305115
96,0.04322916641831398,0.09999999403953552
97,0.04000400751829147,0.09950000047683716
98,0.040785256773233414,0.10239999741315842
99,0.039463143795728683,0.0982000008225441
100,0.03828125074505806,0.10009999573230743
101,0.040184296667575836,0.09989999979734421
102,0.03715945780277252,0.10109999775886536
103,0.036798879504203796,0.09919999539852142
104,0.03489583358168602,0.0997999981045723
105,0.03445512801408768,0.09969999641180038
106,0.03325320780277252,0.10179999470710754
107,0.03313301503658295,0.10029999911785126
108,0.03299278765916824,0.0973999947309494
109,0.03327323868870735,0.10319999605417252
110,0.03233173117041588,0.09950000047683716
111,0.03179086744785309,0.09799999743700027
112,0.030849359929561615,0.10089999437332153
113,0.031370192766189575,0.10349999368190765
114,0.03098958358168602,0.10379999876022339
115,0.029547275975346565,0.10099999606609344
116,0.030028045177459717,0.10459999740123749
117,0.030048077926039696,0.10419999808073044
118,0.029346955940127373,0.10369999706745148
119,0.02868589758872986,0.10480000078678131
120,0.029006410390138626,0.10439999401569366
121,0.0288862194865942,0.10170000046491623
122,0.02782451920211315,0.09989999979734421
123,0.027964744716882706,0.10099999606609344
124,0.022455930709838867,0.09709999710321426
125,0.020492788404226303,0.09510000050067902
126,0.018830128014087677,0.09549999982118607
127,0.018068911507725716,0.09489999711513519
128,0.018369391560554504,0.094200000166893
129,0.01694711670279503,0.09429999440908432
130,0.017648236826062202,0.09449999779462814
131,0.01664663478732109,0.09489999711513519
132,0.017387820407748222,0.09539999812841415
133,0.017387820407748222,0.09449999779462814
134,0.016606571152806282,0.09470000118017197
135,0.017387820407748222,0.09439999610185623
136,0.015705129131674767,0.09160000085830688
137,0.015625,0.09449999779462814
138,0.015925481915473938,0.0949999988079071
139,0.016085738316178322,0.09569999575614929
140,0.015284455381333828,0.09519999474287033
141,0.014683494344353676,0.09389999508857727
142,0.014503205195069313,0.094200000166893
143,0.014122596941888332,0.09589999914169312
144,0.014983974397182465,0.09449999779462814
145,0.01404246874153614,0.09479999542236328
146,0.014903846196830273,0.09569999575614929
147,0.014903846196830273,0.09589999914169312
148,0.014483173377811909,0.0949999988079071
149,0.014763622544705868,0.09479999542236328
150,0.01394230779260397,0.09629999846220016
151,0.015124198980629444,0.09559999406337738
152,0.015324519947171211,0.0949999988079071
153,0.014543269760906696,0.09479999542236328
154,0.01368189137428999,0.09559999406337738
155,0.01404246874153614,0.09640000015497208
156,0.014543269760906696,0.09510000050067902
157,0.013762019574642181,0.09559999406337738
158,0.014062500558793545,0.09730000048875809
159,0.013661859557032585,0.09600000083446503
160,0.01354166679084301,0.09529999643564224
161,0.014022435992956161,0.09719999879598618
162,0.013441506773233414,0.0965999960899353
163,0.013301282189786434,0.09559999406337738
164,0.013000802136957645,0.09349999576807022
