epoch,train_error,test_error
1,0.5985777378082275,0.5701000094413757
2,0.38601765036582947,0.3382999897003174
3,0.3021033704280853,0.3060999810695648
4,0.25312501192092896,0.2919999957084656
5,0.22303687036037445,0.2386000007390976
6,0.20480769872665405,0.2199999988079071
7,0.18878205120563507,0.3122999966144562
8,0.17574119567871094,0.24169999361038208
9,0.166386216878891,0.1867000013589859
10,0.15829327702522278,0.18209999799728394
11,0.15212340652942657,0.17029999196529388
12,0.14639423787593842,0.15860000252723694
13,0.14236779510974884,0.1996999979019165
14,0.1374799758195877,0.16599999368190765
15,0.13385416567325592,0.16669999063014984
16,0.1295873373746872,0.16129998862743378
17,0.1255408674478531,0.1500999927520752
18,0.12163461744785309,0.1761000007390976
19,0.11834936589002609,0.14819999039173126
20,0.11512420326471329,0.14379999041557312
21,0.11452323943376541,0.16249999403953552
22,0.1124599426984787,0.14710000157356262
23,0.10845352709293365,0.15959998965263367
24,0.10777243971824646,0.1664000004529953
25,0.10360576957464218,0.13779999315738678
26,0.10484775900840759,0.12610000371932983
27,0.1014222800731659,0.1776999980211258
28,0.09981971234083176,0.15919999778270721
29,0.09865785390138626,0.13220000267028809
30,0.09863782674074173,0.15760000050067902
31,0.09557291865348816,0.11809999495744705
32,0.09533253312110901,0.1388999968767166
33,0.09401042014360428,0.12459999322891235
34,0.09224759787321091,0.13989999890327454
35,0.09232772886753082,0.1858000010251999
36,0.09300881624221802,0.13199999928474426
37,0.09092548489570618,0.15060000121593475
38,0.08944310992956161,0.15309999883174896
39,0.0890224352478981,0.12939999997615814
40,0.08603766560554504,0.14949999749660492
41,0.08645833283662796,0.12729999423027039
42,0.08597756922245026,0.15139999985694885
43,0.08597756922245026,0.1356000006198883
44,0.08529647439718246,0.14980000257492065
45,0.08339343219995499,0.13519999384880066
46,0.08417468518018723,0.12629999220371246
47,0.08443509787321091,0.11809999495744705
48,0.08247195929288864,0.12219999730587006
49,0.08002804964780807,0.12870000302791595
50,0.08034855872392654,0.1264999955892563
51,0.08064904063940048,0.13289999961853027
52,0.07756410539150238,0.14190000295639038
53,0.08127003163099289,0.1379999965429306
54,0.07876602560281754,0.14219999313354492
55,0.07892628759145737,0.12299999594688416
56,0.0768229216337204,0.11349999904632568
57,0.07752404361963272,0.12700000405311584
58,0.08034855872392654,0.13669998943805695
59,0.07319711893796921,0.14729999005794525
60,0.07536058127880096,0.1550000011920929
61,0.07726362347602844,0.13199999928474426
62,0.07467948645353317,0.13779999315738678
63,0.07497996836900711,0.11999999731779099
64,0.07616186141967773,0.14180000126361847
65,0.0750400647521019,0.1354999989271164
66,0.07261618971824646,0.12780000269412994
67,0.07163462042808533,0.16030000150203705
68,0.0737379863858223,0.11769999563694
69,0.07275640964508057,0.11229999363422394
70,0.07003205269575119,0.12439999729394913
71,0.07057292014360428,0.13220000267028809
72,0.07219551503658295,0.12809999287128448
73,0.07191506773233414,0.11079999804496765
74,0.07273638248443604,0.11249999701976776
75,0.069350965321064,0.13419999182224274
76,0.07211538404226303,0.11180000007152557
77,0.07355769723653793,0.1087999939918518
78,0.06965144723653793,0.11569999903440475
